edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,sastisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring
33,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1515,Very High,High,2,Healthcare Representative,High,Single,6388,2,Yes,17,Excellent,Low,0,14,6,0,0,0,76656,16097.76,0.23076923076923078
32,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1516,High,High,3,Manager,High,Single,11244,2,No,25,Outstanding,Medium,0,10,5,5,0,0,134928,28334.879999999997,0.05384615384615385
54,No,Travel_Frequently,Research & Development,11,Bachelor,Medical,1520,Medium,High,4,Manager,High,Divorced,16032,3,No,20,Outstanding,Low,1,26,2,14,1,12,192384,40400.64,0.015384615384615385
29,Yes,Travel_Rarely,Research & Development,1,College,Technical Degree,1522,Low,Medium,1,Research Scientist,Medium,Single,2362,6,No,13,Excellent,High,0,11,2,9,0,7,28344,4563.384,0.7307692307692307
44,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1523,Very High,High,4,Research Director,High,Married,16328,3,No,13,Excellent,High,1,24,1,20,14,17,195936,41146.56,0.03076923076923077
39,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1525,Medium,High,3,Manufacturing Director,High,Single,8376,4,No,18,Excellent,Very High,0,9,3,2,2,2,100512,21107.52,0.007692307692307693
46,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1527,High,High,4,Manager,High,Married,16606,8,No,12,Excellent,Very High,1,23,2,13,5,1,199272,41847.119999999995,0.015384615384615385
35,No,Travel_Rarely,Research & Development,16,College,Life Sciences,1529,Very High,Medium,3,Healthcare Representative,Medium,Single,8606,1,No,19,Excellent,Very High,0,11,3,11,3,3,103272,21687.12,0.023076923076923078
23,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1533,Low,High,2,Laboratory Technician,High,Single,2272,0,No,14,Excellent,Medium,0,5,2,4,1,2,27264,4389.504,0.08461538461538462
40,Yes,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1534,Very High,High,1,Laboratory Technician,High,Single,2018,3,No,14,Excellent,Medium,0,15,3,5,1,0,24216,3898.7760000000003,0.6230769230769231
34,No,Travel_Rarely,Sales,1,College,Technical Degree,1535,Very High,Medium,3,Sales Executive,Medium,Married,7083,1,Yes,14,Excellent,Very High,0,10,3,10,8,6,84996,17849.16,0.14615384615384616
31,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,1537,Very High,High,1,Research Scientist,High,Single,4084,1,No,12,Excellent,Low,0,7,2,7,7,7,49008,9654.576000000001,0.6461538461538462
50,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1539,High,Low,4,Research Director,High,Single,14411,1,Yes,13,Excellent,Very High,0,32,2,32,13,9,172932,36315.72,0.11538461538461539
34,No,Travel_Rarely,Sales,7,Bachelor,Technical Degree,1541,Medium,High,1,Sales Representative,High,Married,2308,0,Yes,25,Outstanding,Medium,1,12,4,11,5,7,27696,4459.0560000000005,0.13846153846153847
42,No,Travel_Rarely,Research & Development,2,College,Medical,1542,High,Medium,1,Laboratory Technician,Medium,Married,4841,4,No,14,Excellent,Medium,1,4,3,1,0,0,58092,11850.768,0.03076923076923077
37,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,1543,Low,High,2,Research Scientist,High,Married,4285,1,No,17,Excellent,Low,0,10,2,10,3,7,51420,10489.679999999998,0.023076923076923078
29,No,Travel_Rarely,Research & Development,8,Below College,Other,1544,High,Low,2,Healthcare Representative,Low,Married,9715,3,No,13,Excellent,High,1,9,3,7,0,7,116580,24481.8,0.015384615384615385
33,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1545,Very High,Medium,2,Manufacturing Director,Medium,Single,4320,1,No,13,Excellent,Very High,0,5,2,5,0,2,51840,10575.359999999999,0.06923076923076923
45,No,Travel_Rarely,Research & Development,28,Bachelor,Technical Degree,1546,Very High,High,1,Research Scientist,High,Married,2132,4,No,20,Outstanding,Very High,1,8,3,5,0,3,25584,4119.024,0.038461538461538464
42,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1547,Very High,High,3,Healthcare Representative,High,Married,10124,2,Yes,14,Excellent,High,1,24,3,20,13,9,121488,25512.48,0.023076923076923078
40,No,Travel_Rarely,Sales,9,Bachelor,Medical,1548,Low,High,2,Sales Executive,High,Married,5473,0,No,12,Excellent,Very High,0,9,5,8,7,1,65676,13397.903999999999,0.06153846153846154
33,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1549,Medium,High,2,Laboratory Technician,High,Married,5207,1,Yes,12,Excellent,Medium,1,15,3,15,5,7,62484,12746.735999999999,0.06153846153846154
40,No,Travel_Rarely,Human Resources,6,Bachelor,Medical,1550,High,High,4,Manager,High,Single,16437,1,Yes,21,Outstanding,Very High,0,21,2,21,7,7,197244,41421.24,0.05384615384615385
24,No,Travel_Rarely,Research & Development,21,College,Technical Degree,1551,High,Medium,1,Laboratory Technician,Medium,Divorced,2296,0,No,14,Excellent,Medium,3,2,3,1,0,0,27552,4435.872,0.45384615384615384
40,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,1552,Very High,High,2,Healthcare Representative,High,Divorced,4069,3,Yes,18,Excellent,High,0,8,2,2,2,2,48828,9619.116,0.05384615384615385
45,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1553,Low,High,3,Healthcare Representative,High,Divorced,7441,1,No,12,Excellent,Low,3,10,4,10,7,7,89292,18751.32,0.1076923076923077
35,No,Travel_Rarely,Sales,28,College,Life Sciences,1554,Medium,Medium,1,Sales Representative,Medium,Married,2430,0,No,23,Outstanding,Low,2,6,5,5,4,2,29160,4694.76,0.2230769230769231
32,No,Travel_Rarely,Research & Development,5,College,Life Sciences,1555,Very High,Medium,2,Research Scientist,Medium,Married,5878,3,No,12,Excellent,Low,1,12,2,7,2,5,70536,14389.344,0.007692307692307693
36,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1556,High,High,1,Sales Representative,High,Single,2644,3,Yes,21,Outstanding,Very High,0,7,3,3,1,2,31728,6250.416,0.2923076923076923
48,No,Travel_Rarely,Sales,16,Bachelor,Life Sciences,1557,High,High,2,Sales Executive,High,Divorced,6439,8,No,14,Excellent,High,1,18,2,8,7,7,77268,16226.279999999999,0.023076923076923078
29,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1558,High,Very High,1,Research Scientist,Very High,Married,2451,6,No,18,Excellent,Low,2,5,2,1,0,0,29412,4735.332,0.06153846153846154
33,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,1560,Low,High,2,Sales Executive,High,Married,6392,2,No,13,Excellent,Very High,1,8,6,2,2,2,76704,16107.84,0.03076923076923077
30,Yes,Travel_Rarely,Sales,1,College,Life Sciences,1562,Medium,Medium,2,Sales Executive,High,Married,9714,1,No,11,Excellent,Very High,1,10,4,10,6,7,116568,24479.28,0.038461538461538464
38,No,Travel_Frequently,Human Resources,10,Bachelor,Human Resources,1563,High,High,2,Human Resources,High,Married,6077,3,No,11,Excellent,High,0,10,2,6,1,2,72924,14876.496,0.08461538461538462
35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1564,Very High,Medium,1,Laboratory Technician,Medium,Single,2450,1,No,19,Excellent,Medium,0,3,3,3,1,2,29400,4733.4000000000005,0.038461538461538464
30,No,Travel_Rarely,Sales,29,Bachelor,Technical Degree,1568,High,High,3,Sales Executive,High,Married,9250,3,No,12,Excellent,Medium,1,9,3,4,1,3,111000,23310,0.12307692307692308
35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1569,Low,High,1,Laboratory Technician,High,Divorced,2074,1,Yes,12,Excellent,Very High,1,1,2,1,0,0,24888,4006.9680000000003,0.4846153846153846
53,Yes,Travel_Rarely,Research & Development,2,College,Technical Degree,1572,High,Medium,3,Manufacturing Director,Medium,Married,10169,0,No,16,Excellent,Medium,1,34,4,33,1,9,122028,25625.879999999997,0.6230769230769231
38,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,1573,High,High,2,Manufacturing Director,High,Married,4855,4,No,11,Excellent,Low,2,7,2,5,1,4,58260,11885.039999999999,0.6
32,No,Non-Travel,Research & Development,1,Bachelor,Technical Degree,1574,Very High,High,2,Research Scientist,High,Married,4087,4,No,14,Excellent,Medium,1,9,3,6,1,2,49044,9661.668,0
48,No,Travel_Rarely,Research & Development,15,Bachelor,Other,1576,High,High,1,Research Scientist,High,Married,2367,8,No,12,Excellent,Very High,1,10,3,8,7,6,28404,4573.044,0.1076923076923077
34,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1577,Low,High,1,Research Scientist,High,Single,2972,1,No,13,Excellent,High,0,1,4,1,0,0,35664,7025.808,0.3076923076923077
55,No,Travel_Rarely,Sales,26,College,Marketing,1578,High,Medium,5,Manager,Medium,Married,19586,1,No,21,Outstanding,High,1,36,3,36,2,13,235032,49356.72,0.12307692307692308
34,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1580,Medium,High,2,Research Scientist,High,Married,5484,9,No,17,Excellent,Medium,1,9,3,2,2,1,65808,13424.831999999999,0.046153846153846156
26,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1581,Low,High,1,Research Scientist,High,Married,2061,1,No,21,Outstanding,Low,0,1,5,1,0,0,24732,3981.8520000000003,0.2846153846153846
38,No,Travel_Rarely,Sales,14,Bachelor,Life Sciences,1582,High,High,2,Sales Executive,High,Married,9924,0,No,11,Excellent,Very High,1,10,3,9,7,7,119088,25008.48,0.023076923076923078
38,No,Travel_Rarely,Sales,16,Bachelor,Life Sciences,1583,Medium,High,2,Sales Executive,High,Single,4198,2,No,12,Excellent,Medium,0,8,5,3,1,2,50376,10276.704,0.023076923076923078
36,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1585,Medium,High,2,Sales Executive,High,Single,6815,6,No,13,Excellent,Low,0,15,5,1,0,0,81780,17173.8,0.06923076923076923
29,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1586,Medium,High,1,Laboratory Technician,High,Single,4723,1,Yes,18,Excellent,Very High,0,10,3,10,1,5,56676,11561.903999999999,0.1076923076923077
35,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1587,Low,High,2,Healthcare Representative,High,Single,6142,3,Yes,16,Excellent,High,0,10,4,5,0,4,73704,15035.615999999998,0.023076923076923078
39,No,Travel_Rarely,Sales,6,Master,Medical,1588,Very High,Very High,3,Sales Executive,Very High,Married,8237,2,No,11,Excellent,Low,1,11,3,7,7,6,98844,20757.239999999998,0.07692307692307693
29,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1590,Low,High,2,Healthcare Representative,High,Divorced,8853,1,No,19,Excellent,Very High,1,6,0,6,1,3,106236,22309.559999999998,0.015384615384615385
50,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1591,High,High,5,Manager,High,Married,19331,4,Yes,16,Excellent,High,1,27,2,1,0,0,231972,48714.119999999995,0.023076923076923078
23,No,Travel_Rarely,Research & Development,10,Master,Technical Degree,1592,Very High,Very High,1,Research Scientist,Very High,Married,2073,2,No,16,Excellent,Very High,1,4,2,2,2,2,24876,4005.036,0.13846153846153847
36,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1594,Low,Very High,2,Laboratory Technician,Very High,Married,5562,3,Yes,13,Excellent,Very High,1,9,3,3,0,2,66744,13615.776,0.15384615384615385
42,No,Travel_Rarely,Research & Development,9,College,Other,1595,Very High,Medium,5,Manager,Medium,Single,19613,8,No,22,Outstanding,Very High,0,24,2,1,0,1,235356,49424.759999999995,0.06153846153846154
35,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1596,Medium,Very High,2,Laboratory Technician,Very High,Married,3407,1,No,17,Excellent,Very High,2,10,3,10,6,8,40884,8054.148,0.038461538461538464
34,No,Travel_Frequently,Research & Development,10,College,Technical Degree,1597,Very High,Medium,2,Healthcare Representative,Medium,Married,5063,1,No,14,Excellent,Medium,1,8,3,8,7,7,60756,12394.223999999998,0.015384615384615385
40,No,Travel_Rarely,Sales,14,Bachelor,Life Sciences,1598,Very High,High,2,Sales Executive,High,Married,4639,1,No,15,Excellent,High,1,5,2,5,1,2,55668,11356.271999999999,0.015384615384615385
43,No,Travel_Rarely,Research & Development,27,Master,Technical Degree,1599,Very High,Very High,1,Laboratory Technician,Very High,Divorced,4876,5,No,12,Excellent,High,1,8,0,6,0,2,58512,11936.447999999999,0.06153846153846154
35,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1601,High,Medium,1,Laboratory Technician,Medium,Married,2690,1,No,18,Excellent,Very High,1,1,5,1,0,1,32280,6359.16,0.06153846153846154
46,No,Travel_Rarely,Sales,1,Master,Life Sciences,1602,Very High,Very High,4,Manager,Very High,Single,17567,1,No,15,Excellent,Medium,0,27,5,26,0,12,210804,44268.84,0
28,Yes,Travel_Rarely,Research & Development,24,Bachelor,Medical,1604,High,High,1,Laboratory Technician,High,Married,2408,1,Yes,17,Excellent,High,3,1,3,1,0,0,28896,4652.256,0.9307692307692308
22,No,Non-Travel,Research & Development,26,College,Other,1605,Medium,Medium,1,Research Scientist,Medium,Married,2814,1,Yes,14,Excellent,Medium,0,4,2,4,1,3,33768,6652.296,0.2153846153846154
50,No,Travel_Frequently,Research & Development,20,Bachelor,Medical,1606,Medium,High,4,Healthcare Representative,High,Married,11245,2,Yes,15,Excellent,High,1,32,3,30,12,13,134940,28337.399999999998,0.007692307692307693
32,No,Travel_Rarely,Research & Development,5,Master,Other,1607,Medium,Very High,1,Research Scientist,Very High,Married,3312,3,No,17,Excellent,Very High,2,6,3,3,0,2,39744,7829.568,0.007692307692307693
44,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1608,Medium,High,5,Research Director,High,Divorced,19049,0,Yes,14,Excellent,Very High,1,23,4,22,1,10,228588,48003.479999999996,0
30,No,Travel_Rarely,Research & Development,7,College,Medical,1609,Medium,Medium,1,Research Scientist,Medium,Married,2141,1,No,12,Excellent,Medium,1,6,3,6,1,1,25692,4136.412,0.06153846153846154
45,No,Travel_Rarely,Research & Development,5,Below College,Medical,1611,High,Low,2,Laboratory Technician,Low,Single,5769,1,Yes,14,Excellent,Low,0,10,3,10,1,4,69228,14122.511999999999,0.15384615384615385
45,No,Non-Travel,Sales,26,College,Marketing,1612,Low,Medium,2,Sales Executive,Medium,Married,4385,1,No,15,Excellent,Low,1,10,2,10,4,5,52620,10734.48,0.015384615384615385
31,No,Travel_Frequently,Sales,2,Bachelor,Other,1613,Very High,High,2,Sales Executive,High,Single,5332,7,No,13,Excellent,Very High,0,10,3,5,0,3,63984,13052.735999999999,0.05384615384615385
36,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1614,High,High,2,Manufacturing Director,High,Married,4663,9,Yes,12,Excellent,Medium,2,7,2,3,1,1,55956,11415.024,0.1
34,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,1615,High,Very High,2,Manufacturing Director,Very High,Divorced,4724,1,No,13,Excellent,Low,1,9,3,9,7,2,56688,11564.351999999999,0.007692307692307693
49,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1617,High,High,1,Laboratory Technician,High,Married,3211,1,No,14,Excellent,Very High,1,10,3,9,1,4,38532,7590.804,0.06153846153846154
39,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1618,Medium,High,2,Manufacturing Director,High,Married,5377,2,No,13,Excellent,Very High,3,10,3,7,7,7,64524,13162.895999999999,0.023076923076923078
27,No,Travel_Rarely,Research & Development,19,College,Other,1619,Very High,Medium,1,Laboratory Technician,Medium,Divorced,4066,1,No,11,Excellent,Low,2,7,3,7,0,7,48792,9612.024000000001,0.038461538461538464
35,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,1621,Medium,Very High,2,Research Scientist,Very High,Married,5208,1,No,11,Excellent,Very High,0,16,2,16,1,10,62496,12749.184,0.046153846153846156
28,No,Travel_Rarely,Research & Development,27,Below College,Medical,1622,Medium,Low,2,Manufacturing Director,Low,Divorced,4877,0,No,21,Outstanding,Medium,1,6,5,5,0,0,58524,11938.895999999999,0.06153846153846154
21,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1623,High,High,1,Research Scientist,High,Single,3117,1,No,18,Excellent,High,0,3,2,2,2,2,37404,7368.588000000001,0.07692307692307693
18,Yes,Travel_Frequently,Sales,3,Bachelor,Medical,1624,Medium,High,1,Sales Representative,High,Single,1569,1,Yes,12,Excellent,High,0,0,2,0,0,0,18828,3031.308,0.7230769230769231
47,No,Travel_Rarely,Human Resources,26,Bachelor,Life Sciences,1625,Very High,High,5,Manager,High,Married,19658,3,No,11,Excellent,High,1,27,2,5,1,0,235896,49538.159999999996,0.05384615384615385
39,No,Travel_Rarely,Research & Development,3,College,Medical,1627,High,Medium,2,Laboratory Technician,Medium,Divorced,3069,0,No,15,Excellent,Very High,1,11,3,10,0,7,36828,7255.116,0
40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1628,Low,High,3,Manufacturing Director,High,Married,10435,1,No,13,Excellent,Very High,2,18,2,18,14,12,125220,26296.2,0.023076923076923078
35,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,1630,High,High,2,Healthcare Representative,High,Married,4148,1,No,12,Excellent,Very High,1,15,5,14,2,9,49776,9805.872000000001,0.007692307692307693
37,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1631,High,High,2,Manufacturing Director,High,Married,5768,3,No,17,Excellent,Low,3,9,2,4,0,2,69216,14120.063999999998,0.046153846153846156
39,No,Travel_Frequently,Research & Development,4,Bachelor,Medical,1633,Low,High,2,Manufacturing Director,High,Single,5042,0,No,13,Excellent,Very High,0,10,2,9,3,8,60504,12342.815999999999,0
45,No,Travel_Rarely,Research & Development,2,College,Other,1635,Very High,Medium,2,Manufacturing Director,Medium,Divorced,5770,1,No,19,Excellent,Low,2,10,3,10,3,9,69240,14124.96,0.015384615384615385
38,No,Travel_Rarely,Research & Development,2,College,Medical,1638,Very High,Medium,3,Manufacturing Director,Medium,Married,7756,3,Yes,19,Excellent,Very High,1,10,6,5,0,2,93072,19545.12,0.015384615384615385
35,Yes,Travel_Rarely,Sales,10,College,Medical,1639,Very High,Medium,3,Sales Executive,Medium,Married,10306,9,No,17,Excellent,High,0,15,3,13,6,0,123672,25971.12,0.6692307692307692
37,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1640,Medium,High,1,Research Scientist,High,Married,3936,1,No,11,Excellent,Low,1,8,2,8,7,7,47232,9304.704,0.023076923076923078
40,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1641,High,High,3,Manufacturing Director,High,Single,7945,6,Yes,15,Excellent,Very High,0,18,2,4,3,3,95340,20021.399999999998,0.046153846153846156
44,No,Travel_Frequently,Human Resources,1,Bachelor,Human Resources,1642,Low,High,2,Human Resources,High,Married,5743,4,Yes,11,Excellent,High,0,14,3,10,0,2,68916,14058.864,0.2692307692307692
48,No,Travel_Frequently,Research & Development,4,College,Medical,1644,High,Medium,4,Manager,Medium,Married,15202,2,No,25,Outstanding,Medium,1,23,3,2,2,2,182424,38309.04,0.015384615384615385
35,Yes,Travel_Rarely,Sales,15,Below College,Medical,1645,Low,Low,2,Sales Executive,Low,Divorced,5440,6,Yes,14,Excellent,Very High,2,7,2,2,2,2,65280,13317.119999999999,0.7461538461538462
24,No,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1646,Low,High,1,Research Scientist,High,Single,3760,1,Yes,13,Excellent,High,0,6,2,6,1,3,45120,8888.640000000001,0.5153846153846153
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1647,Medium,Very High,1,Research Scientist,Very High,Married,3517,7,No,17,Excellent,Low,0,5,0,3,0,2,42204,8314.188,0.1
27,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1648,Very High,High,1,Research Scientist,High,Single,2580,2,No,13,Excellent,High,0,6,0,4,1,2,30960,6099.12,0.24615384615384617
40,Yes,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1649,Low,High,1,Laboratory Technician,High,Single,2166,3,Yes,14,Excellent,Medium,0,10,3,4,0,3,25992,4184.712,0.8923076923076924
29,No,Travel_Rarely,Sales,10,College,Medical,1650,High,Medium,2,Sales Executive,Medium,Single,5869,9,No,11,Excellent,High,0,8,2,5,1,4,70428,14367.312,0.1076923076923077
36,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1651,Medium,High,3,Healthcare Representative,High,Married,8008,4,No,12,Excellent,High,2,9,6,3,0,2,96096,20180.16,0.015384615384615385
25,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,1653,Very High,Very High,2,Manufacturing Director,Very High,Divorced,5206,1,No,17,Excellent,High,2,7,6,7,0,7,62472,12744.287999999999,0.03076923076923077
39,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1654,Very High,High,2,Manufacturing Director,High,Married,5295,4,No,21,Outstanding,High,0,7,3,5,1,0,63540,12962.16,0.03076923076923077
49,No,Travel_Rarely,Research & Development,22,Bachelor,Other,1655,Low,High,4,Research Director,High,Married,16413,3,No,16,Excellent,Medium,2,27,2,4,1,2,196956,41360.76,0.015384615384615385
50,No,Travel_Rarely,Research & Development,17,College,Life Sciences,1656,Very High,Medium,3,Research Director,Medium,Divorced,13269,5,No,15,Excellent,High,3,19,3,14,1,11,159228,33437.88,0.1076923076923077
20,No,Travel_Rarely,Sales,2,Bachelor,Medical,1657,High,High,1,Sales Representative,High,Single,2783,1,No,19,Excellent,Low,0,2,3,2,2,2,33396,6579.012000000001,0.2692307692307692
34,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1658,Very High,High,2,Research Scientist,High,Divorced,5433,1,No,12,Excellent,High,1,11,2,11,7,9,65196,13299.983999999999,0
36,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1659,Low,High,1,Laboratory Technician,High,Single,2013,2,No,11,Excellent,High,0,15,4,4,1,3,24156,3889.116,0.4461538461538462
49,No,Travel_Rarely,Research & Development,6,College,Life Sciences,1661,High,Medium,4,Healthcare Representative,Medium,Married,13966,2,Yes,19,Excellent,Medium,1,30,3,15,2,12,167592,35194.32,0.007692307692307693
36,No,Non-Travel,Research & Development,1,College,Medical,1662,Very High,Medium,2,Manufacturing Director,Medium,Married,4374,0,No,15,Excellent,High,0,4,6,3,1,2,52488,10707.552,0.023076923076923078
36,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1664,Very High,Very High,2,Healthcare Representative,Very High,Divorced,6842,6,No,20,Outstanding,Low,1,13,3,5,0,4,82104,17241.84,0.023076923076923078
54,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1665,Medium,High,4,Manager,High,Married,17426,3,No,25,Outstanding,High,1,36,6,10,4,7,209112,43913.52,0.023076923076923078
43,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1666,High,Medium,4,Research Director,Medium,Married,17603,1,No,24,Outstanding,Low,1,14,3,14,6,11,211236,44359.56,0.015384615384615385
35,Yes,Travel_Frequently,Sales,12,Bachelor,Other,1667,Very High,High,2,Sales Executive,High,Single,4581,3,Yes,24,Outstanding,Low,0,13,2,11,6,7,54972,11214.287999999999,0.7846153846153846
38,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1668,Very High,High,2,Research Scientist,High,Married,4735,7,No,15,Excellent,Very High,2,19,4,13,2,9,56820,11591.279999999999,0.03076923076923077
29,No,Travel_Rarely,Sales,5,College,Medical,1669,Low,Medium,2,Sales Executive,Medium,Divorced,4187,1,Yes,13,Excellent,Medium,1,10,3,10,0,9,50244,10249.776,0.023076923076923078
33,No,Travel_Rarely,Sales,2,Bachelor,Medical,1670,Very High,High,2,Sales Executive,High,Divorced,5505,1,No,14,Excellent,High,2,6,5,6,0,4,66060,13476.24,0.007692307692307693
32,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1671,Very High,High,2,Research Scientist,High,Divorced,5470,0,No,13,Excellent,High,2,10,4,9,1,6,65640,13390.56,0.007692307692307693
31,No,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1673,Low,High,2,Sales Executive,High,Married,5476,1,No,11,Excellent,Low,2,10,2,10,0,2,65712,13405.248,0.007692307692307693
49,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1674,Very High,High,1,Laboratory Technician,High,Divorced,2587,4,Yes,16,Excellent,Medium,1,17,2,2,2,2,31044,6115.668000000001,0.23076923076923078
38,No,Travel_Frequently,Research & Development,2,College,Medical,1675,Very High,Medium,1,Laboratory Technician,Medium,Single,2440,1,No,22,Outstanding,Medium,0,4,3,4,3,3,29280,4714.08,0.23846153846153847
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,1676,Medium,Very High,4,Manager,Very High,Divorced,15972,6,No,14,Excellent,High,3,29,2,3,1,2,191664,40249.439999999995,0.03076923076923077
49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1677,High,High,4,Manager,High,Single,15379,4,No,14,Excellent,Low,0,23,2,8,0,0,184548,38755.08,0.015384615384615385
41,No,Travel_Rarely,Sales,23,Bachelor,Life Sciences,1678,Very High,High,3,Sales Executive,High,Single,7082,3,Yes,16,Excellent,Very High,0,21,2,2,0,2,84984,17846.64,0.2
20,No,Travel_Rarely,Sales,9,Bachelor,Life Sciences,1680,Very High,High,1,Sales Representative,High,Single,2728,1,No,11,Excellent,Low,0,2,3,2,0,2,32736,6448.992,0.15384615384615385
33,No,Non-Travel,Sales,16,Bachelor,Life Sciences,1681,High,High,2,Sales Executive,High,Divorced,5368,1,Yes,25,Outstanding,High,1,7,2,6,1,2,64416,13140.864,0.023076923076923078
36,No,Travel_Rarely,Research & Development,26,Bachelor,Life Sciences,1682,Low,High,2,Healthcare Representative,High,Married,5347,6,No,14,Excellent,Medium,2,10,2,3,0,2,64164,13089.455999999998,0.08461538461538462
44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1683,High,High,1,Human Resources,High,Divorced,3195,4,Yes,18,Excellent,Low,3,8,2,2,2,2,38340,7552.9800000000005,0.1076923076923077
23,Yes,Travel_Rarely,Research & Development,8,College,Medical,1684,Very High,Medium,1,Laboratory Technician,Medium,Single,3989,1,Yes,11,Excellent,Low,0,5,2,5,1,2,47868,9429.996000000001,0.4230769230769231
38,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1687,Very High,High,1,Laboratory Technician,High,Married,3306,7,No,19,Excellent,Very High,1,7,5,0,0,0,39672,7815.384,0.046153846153846156
53,No,Travel_Rarely,Research & Development,24,Master,Medical,1689,Medium,Very High,3,Healthcare Representative,Very High,Married,7005,3,No,15,Excellent,High,0,11,2,4,1,2,84060,17652.6,0.046153846153846156
48,Yes,Travel_Frequently,Sales,7,Bachelor,Medical,1691,Very High,High,1,Sales Representative,High,Married,2655,2,Yes,11,Excellent,High,2,19,3,9,7,7,31860,6276.42,0.6615384615384615
32,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1692,Very High,High,1,Laboratory Technician,High,Single,1393,1,No,12,Excellent,Low,0,1,2,1,0,0,16716,2691.2760000000003,0.4076923076923077
26,No,Non-Travel,Research & Development,7,Bachelor,Medical,1693,Very High,High,1,Laboratory Technician,High,Single,2570,1,No,20,Outstanding,High,0,7,5,7,5,7,30840,6075.4800000000005,0.015384615384615385
